news|news|noun|A1|new information about something that has happened recently|/njuːz/|/nuːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/new/news_/news__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/new/news_/news__us_1.mp3|<li class="" htag="li"><span class="x">What's the latest news?</span></li>;<li class="" htag="li"><span class="x">Have you <span class="cl">heard the news</span>? Pat's leaving!</span></li>;<li class="" htag="li"><span class="x">That's great news.</span></li>;<li class="" htag="li"><span class="x">Tell me all your news.</span></li>;<li class="" htag="li"><span class="x">Do you want the <span class="cl">good news</span> or the <span class="cl">bad news</span> first?</span></li>;<li class="" htag="li"><span class="x">saddened/shocked/surprised by the news</span></li>;<li class="" htag="li"><span class="x">Here's a <span class="cl">piece of news</span> that may interest you.</span></li>;<li class="" htag="li"><span class="x">We've had a <span class="cl">bit of</span> good <span class="cl">news</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">news of somebody/something</span> <span class="x">Have you had any news of Patrick?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">news on something</span> <span class="x">Any news on the deal?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">news about somebody/something</span> <span class="x">He gave me some news about the office move.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">news that…</span> <span class="x">Messengers brought news that the battle had been lost.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">It's <span class="cl">news to me</span> <span class="gloss" hclass="gloss" htag="span">(= I haven't heard it before)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/news|<li class="" htag="li"><span class="x">Tin tức mới nhất là gì?</span></li>;<li class="" htag="li"><span class="x">Bạn đã <span class="cl">nghe tin tức chưa</span>? Pat sắp đi rồi!</span></li>;<li class="" htag="li"><span class="x">Thật là tin tuyệt vời.</span></li>;<li class="" htag="li"><span class="x">Kể cho tôi nghe tất cả tin tức của bạn đi.</span></li>;<li class="" htag="li"><span class="x">Bạn muốn nghe <span class="cl">tin tốt</span> hay <span class="cl">tin xấu</span> trước?</span></li>;<li class="" htag="li"><span class="x">buồn/sốc/ngạc nhiên trước tin tức này</span></li>;<li class="" htag="li"><span class="x">Đây là <span class="cl">tin tức</span> có thể khiến bạn quan tâm.</span></li>;<li class="" htag="li"><span class="x">Chúng ta đã có một <span class="cl">một chút</span> tin tốt <span class="cl">tin tức</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">tin tức về ai đó/cái gì đó</span> <span class="x">Bạn có tin tức gì về Patrick không?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">tin tức về cái gì đó</span> <span class="x">Có tin tức gì về thỏa thuận không?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">tin tức về ai đó/cái gì đó</span> <span class="x">Anh ấy đã cho tôi một số tin tức về việc chuyển văn phòng.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">tin tức rằng…</span> <span class="x">Những người đưa tin đã mang tin tức rằng trận chiến đã thất bại.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(không chính thức)</span> <span class="x">Với tôi, đây là <span class="cl">mới</span> <span class="gloss" hclass="gloss" htag="span">(= Tôi chưa từng nghe thấy điều này trước đây)</span>.</span></li>|thông tin mới về điều gì đó đã xảy ra gần đây
newspaper|newspaper|noun|A1|a set of large printed sheets of paper, or a website, containing news, articles, advertisements, etc. and published every day or every week; the organization responsible for producing this|/ˈnjuːzpeɪpə(r)/|/ˈnuːzpeɪpər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/new/newsp/newspaper__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/new/newsp/newspaper__us_1.mp3|<li class="" htag="li"><span class="x">a <span class="cl">daily/weekly newspaper</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">local/national newspaper</span></span></li>;<li class="" htag="li"><span class="x">an <span class="cl">online newspaper</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">tabloid/broadsheet newspaper</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">newspaper article/report/headline</span></span></li>;<li class="" htag="li"><span class="x">a newspaper cutting/clipping</span></li>;<li class="" htag="li"><span class="x">a newspaper editor/reporter/columnist</span></li>;<li class="" htag="li"><span class="x">newspapers and news websites</span></li>;<li class="" htag="li"><span class="x">British newspapers and their websites carried no photos of the event.</span></li>;<li class="" htag="li"><span class="x">Which newspaper do you read?</span></li>;<li class="" htag="li"><span class="x">to publish/own/print a newspaper</span></li>;<li class="" htag="li"><span class="x">The newspaper reported on Friday that the boy had been found.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in the newspaper</span> <span class="x">I read about it in the newspaper.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">according to the newspaper</span> <span class="x">The company is considering up to 4000 job losses, according to The Times newspaper.</span></li>;<li class="" htag="li"><span class="x">She works for the local newspaper <span class="gloss" hclass="gloss" htag="span">(= the company that produces it)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/newspaper|<li class=" htag="li"><span class="x">một <span class="cl">tờ báo hàng ngày/hàng tuần</span></span></li>;<li class=" htag="li"><span class="x">một <span class="cl">tờ báo địa phương/quốc gia</span></span></li>;<li class=" htag="li"><span class="x">một <span class="cl">tờ báo trực tuyến</span></span></li>;<li class=" htag="li"><span class="x">một tờ báo <span class="cl">lá cải/báo khổ lớn</span></span></li>;<li class=" htag="li"><span class="x">một <span class="cl">bài báo/báo cáo/tiêu đề</span></span></li>;<li class=" htag="li"><span class="x">một bài báo cắt/cắt tỉa</span></li>;<li class=" htag="li"><span class="x">một biên tập viên/phóng viên/chuyên gia viết bài cho báo</span></li>;<li class=" htag="li"><span class="x">báo chí và trang web tin tức</span></li>;<li class=" htag="li"><span class="x">Các tờ báo và trang web của Anh không đăng tải bất kỳ hình ảnh nào về sự kiện này.</span></li>;<li class=" htag="li"><span class="x">Bạn đọc báo nào?</span></li>;<li class=" htag="li"><span class="x">xuất bản/sở hữu/in một tờ báo</span></li>;<li class=" htag="li"><span class="x">Tờ báo đưa tin vào thứ sáu rằng cậu bé đã được tìm thấy.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">in the newspaper</span> <span class="x">Tôi đọc về điều đó trên báo.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">according to the newspaper</span> <span class="x">Theo tờ báo The Times, công ty đang cân nhắc cắt giảm tới 4000 việc làm.</span></li>;<li class=" htag="li"><span class="x">Cô ấy làm việc cho tờ báo địa phương <span class="gloss" hclass="gloss" htag="span">(= công ty sản xuất tờ báo đó)</span>.</span></li>|một tập hợp các tờ giấy in khổ lớn hoặc một trang web, chứa tin tức, bài viết, quảng cáo, v.v. và được xuất bản hàng ngày hoặc hàng tuần; tổ chức chịu trách nhiệm sản xuất
next_1|next|adjective|A1|coming straight after somebody/something in time, order or space|/nekst/|/nekst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nex/next_/next__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nex/next_/next__us_1.mp3|<li class="" htag="li"><span class="x">The next train to Baltimore is at ten.</span></li>;<li class="" htag="li"><span class="x">The next six months will be the hardest.</span></li>;<li class="" htag="li"><span class="x">The next chapter deals with the post-war situation.</span></li>;<li class="" htag="li"><span class="x">Who's next?</span></li>;<li class="" htag="li"><span class="x">The woman in the next room was talking in a very loud voice.</span></li>;<li class="" htag="li"><span class="x">The parcel will arrive in the next few days.</span></li>;<li class="" htag="li"><span class="x">I fainted and <span class="cl">the next thing I knew</span> I was in the hospital.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">Round here, you leave school and <span class="cl">next thing you know</span> you're married with three kids.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/next_1|<li class=" htag="li"><span class="x">Chuyến tàu tiếp theo đến Baltimore khởi hành lúc mười giờ.</span></li>;<li class=" htag="li"><span class="x">Sáu tháng tới sẽ là thời gian khó khăn nhất.</span></li>;<li class=" htag="li"><span class="x">Chương tiếp theo sẽ đề cập đến tình hình sau chiến tranh.</span></li>;<li class=" htag="li"><span class="x">Ai là người tiếp theo?</span></li>;<li class=" htag="li"><span class="x">Người phụ nữ ở phòng bên cạnh đang nói chuyện bằng giọng rất lớn.</span></li>;<li class=" htag="li"><span class="x">Bưu kiện sẽ đến trong vài ngày tới.</span></li>;<li class=" htag="li"><span class="x">Tôi ngất đi và <span class="cl">điều tiếp theo tôi biết</span> I was in the hospital.</span></li>;<li class=" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">Ở đây, bạn rời trường và <span class="cl">điều tiếp theo bạn biết</span> Bạn đã kết hôn và có ba đứa con.</span></li>|đến ngay sau ai đó/cái gì đó về thời gian, thứ tự hoặc không gian
next_2|next|adverb|A1|after something else; then; afterwards|/nekst/|/nekst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nex/next_/next__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nex/next_/next__us_1.mp3|<li class="" htag="li"><span class="x">What happened next?</span></li>;<li class="" htag="li"><span class="x">Next, I heard the sound of voices.</span></li>;<li class="" htag="li"><span class="x">We're excited to see what she'll do next.</span></li>;<li class="" htag="li"><span class="x">What came next was a real shock.</span></li>;<li class="" htag="li"><span class="x">Strawberries and cream come next.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/next_2|<li class=" htag="li"><span class="x">Chuyện gì xảy ra tiếp theo?</span></li>;<li class=" htag="li"><span class="x">Tiếp theo, tôi nghe thấy tiếng nói.</span></li>;<li class=" htag="li"><span class="x">Chúng tôi rất háo hức muốn xem cô ấy sẽ làm gì tiếp theo.</span></li>;<li class=" htag="li"><span class="x">Điều xảy ra tiếp theo thực sự là một cú sốc.</span></li>;<li class=" htag="li"><span class="x">Tiếp theo là dâu tây và kem.</span></li>|sau cái gì đó khác; sau đó; sau đó
next_3|next|noun|B1|a person or thing that is next|/nekst/|/nekst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nex/next_/next__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nex/next_/next__us_1.mp3|<li class="" htag="li"><span class="x">One moment he wasn't there, the next he was.</span></li>;<li class="" htag="li"><span class="x">the week <span class="cl">after next</span></span></li>;<li class="" htag="li"><span class="x">The next to appear was his wife.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/next_3|<li class=" htag="li"><span class="x">Một lúc anh ấy không có ở đó, nhưng một lúc sau anh ấy lại có ở đó.</span></li>;<li class=" htag="li"><span class="x">tuần <span class="cl">sau tiếp theo</span></span></li>;<li class=" htag="li"><span class="x">Người tiếp theo xuất hiện là vợ anh.</span></li>|một người hoặc vật tiếp theo
next-to|next to|preposition|A1|in or into a position right by somebody/something|/ˈnekst tə/|/ˈnekst tə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nex/next_/next_to_1_gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nex/next_/next_to_1_us_3.mp3|<li class="" htag="li"><span class="x">We sat next to each other.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/next-to|<li class=" htag="li"><span class="x">Chúng tôi ngồi cạnh nhau.</span></li>|ở hoặc vào một vị trí ngay cạnh ai đó/cái gì đó
nice|nice|adjective|A1|pleasant or attractive|/naɪs/|/naɪs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nic/nice_/nice__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nic/nice_/nice__us_1.mp3|<li class="" htag="li"><span class="x">a nice day/smile/place</span></li>;<li class="" htag="li"><span class="x">nice weather</span></li>;<li class="" htag="li"><span class="x">Did you <span class="cl">have a nice time</span>?</span></li>;<li class="" htag="li"><span class="x">You look very nice.</span></li>;<li class="" htag="li"><span class="x">We all had the flu last week—it wasn't very nice.</span></li>;<li class="" htag="li"><span class="x">‘Do you want to come, too?’ ‘Yes, <span class="cl">that would be nice</span>.’</span></li>;<li class="" htag="li"><span class="x">The nicest thing about her is that she never criticizes us.</span></li>;<li class="" htag="li"><span class="x">It was <span class="cl">a nice touch</span> to end the film as it started.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is nice to do something</span> <span class="x"><span class="cl">It's nice to know that</span> somebody appreciates what I do.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Nice to meet you!</span> <span class="gloss" hclass="gloss" htag="span">(= a friendly <a class="Ref" href="https://www.oxfordlearnersdictionaries.com/definition/english/greeting" title="greeting definition"><span class="ndv">greeting</span></a> when you meet somebody for the first time)</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">It is nice doing something</span> <span class="x"><span class="cl">It's been nice meeting you</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is nice that…</span> <span class="x">It's nice that you can come with us.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it would be nice if…</span> <span class="x">It would be nice if he moved to London.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/nice|<li class=" htag="li"><span class="x">một ngày/nụ cười/nơi chốn đẹp</span></li>;<li class=" htag="li"><span class="x">thời tiết đẹp</span></li>;<li class=" htag="li"><span class="x">Bạn <span class="cl">có thời gian vui vẻ không?</span>?</span></li>;<li class=" htag="li"><span class="x">Bạn trông thật đẹp.</span></li>;<li class=" htag="li"><span class="x">Tuần trước tất cả chúng tôi đều bị cúm—nó không dễ chịu chút nào.</span></li>;<li class=" htag="li"><span class="x">‘Bạn cũng muốn đi chứ?’ ‘Được, <span class="cl">thật tuyệt</span>.’</span></li>;<li class=" htag="li"><span class="x">Điều tuyệt vời nhất ở cô ấy là cô ấy không bao giờ chỉ trích chúng tôi.</span></li>;<li class=" htag="li"><span class="x">Đó là <span class="cl">một sự tinh tế tuyệt vời</span> to end the film as it started.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">it is nice to do something</span> <span class="x"><span class="cl">Thật vui khi biết rằng</span> somebody appreciates what I do.</span></li>;<li class=" htag="li"><span class="x"><span class="cl">Rất vui được gặp bạn!</span> <span class="gloss" hclass="gloss" htag="span">(= a friendly <a class="Ref" href="https://www.oxfordlearnersdictionaries.com/definition/english/greeting" title="greeting definition"><span class="ndv">greeting</span></a> when you meet somebody for the first time)</span></span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">It is nice doing something</span> <span class="x"><span class="cl">Rất vui được gặp bạn</span>.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">it is nice that…</span> <span class="x">Thật vui khi bạn có thể đi cùng chúng tôi.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">it would be nice if…</span> <span class="x">Sẽ thật tuyệt nếu anh ấy chuyển đến London.</span></li>|dễ chịu hoặc hấp dẫn
night|night|noun|A1|the time between one day and the next when it is dark, when people usually sleep|/naɪt/|/naɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nig/night/night__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nig/night/night__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">at night</span> <span class="x">These animals only come out at night.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">by night</span> <span class="x">They sleep by day and hunt by night.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in the night</span> <span class="x">Does your baby still wake in the night?</span></li>;<li class="" htag="li"><span class="x">She woke up <span class="cl">in the middle of the night</span>.</span></li>;<li class="" htag="li"><span class="x">The accident happened on Friday night.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on the night of…</span> <span class="x">on the night of 10 January/January 10</span></li>;<li class="" htag="li"><span class="x">Did you hear the storm <span class="cl">last night</span>?</span></li>;<li class="" htag="li"><span class="x">I lay awake <span class="cl">all night</span>.</span></li>;<li class="" htag="li"><span class="x">Where did you <span class="cl">spend the night</span>?</span></li>;<li class="" htag="li"><span class="x">You're welcome to <span class="cl">stay the night</span> here.</span></li>;<li class="" htag="li"><span class="x">What is he doing calling <span class="cl">at this time of night</span>?</span></li>;<li class="" htag="li"><span class="x">You'll feel better after you've had <span class="cl">a good night's sleep</span>.</span></li>;<li class="" htag="li"><span class="x">She spent a <span class="cl">sleepless night</span> tossing and turning.</span></li>;<li class="" htag="li"><span class="x">The trip was for ten nights.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">per night</span> <span class="x">The hotel costs €95 per person per night.</span></li>;<li class="" htag="li"><span class="x">the night train/boat/flight </span></li>;<li class="" htag="li"><span class="x">The <span class="cl">night sky</span> was clear and full of stars.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Night fell</span> <span class="gloss" hclass="gloss" htag="span">(= it became dark)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/night|<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">at night</span> <span class="x">Những con vật này chỉ ra ngoài vào ban đêm.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">by night</span> <span class="x">Chúng ngủ vào ban ngày và đi săn vào ban đêm.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">in the night</span> <span class="x">Con bạn có còn thức dậy vào ban đêm không?</span></li>;<li class=" htag="li"><span class="x">Cô ấy thức dậy <span class="cl">vào giữa đêm</span>.</span></li>;<li class=" htag="li"><span class="x">Vụ tai nạn xảy ra vào đêm thứ sáu.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">on the night of…</span> <span class="x">vào đêm ngày 10 tháng 1/ngày 10 tháng 1</span></li>;<li class=" htag="li"><span class="x">Bạn có nghe thấy cơn bão <span class="cl">đêm qua không</span>?</span></li>;<li class=" htag="li"><span class="x">Tôi nằm thức <span class="cl">cả đêm</span>.</span></li>;<li class=" htag="li"><span class="x">Bạn đã <span class="cl">qua đêm ở đâu</span>?</span></li>;<li class=" htag="li"><span class="x">Bạn được chào đón <span class="cl">ở lại qua đêm</span> here.</span></li>;<li class=" htag="li"><span class="x">Anh ấy đang làm gì mà gọi <span class="cl">vào lúc này trong đêm vậy?</span>?</span></li>;<li class=" htag="li"><span class="x">Bạn sẽ cảm thấy khỏe hơn sau khi ngủ một đêm ngon giấc</span>.</span></li>;<li class=" htag="li"><span class="x">Cô ấy đã trải qua một đêm <span class="cl">không ngủ</span> tossing and turning.</span></li>;<li class=" htag="li"><span class="x">Chuyến đi kéo dài mười đêm.</span></li>;<li class=" htag="li"> <span class="cf" hclass="cf" htag="span">per night</span> <span class="x">Giá phòng khách sạn là 95 euro/người/đêm.</span></li>;<li class=" htag="li"><span class="x">chuyến tàu/thuyền/chuyến bay đêm</span></li>;<li class=" htag="li"><span class="x">Bầu trời đêm <span class="cl"></span> was clear and full of stars.</span></li>;<li class=" htag="li"><span class="x"><span class="cl">Đêm đã buông xuống</span> <span class="gloss" hclass="gloss" htag="span">(= it became dark)</span>.</span></li>|thời gian giữa ngày này và ngày tiếp theo khi trời tối, khi mọi người thường ngủ
nightmare|nightmare|noun|B2|a dream that is very frightening or unpleasant|/ˈnaɪtmeə(r)/|/ˈnaɪtmer/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nig/night/nightmare__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nig/night/nightmare__us_1.mp3|<li class="" htag="li"><span class="x">He still has nightmares about the accident.</span></li>;<li class="" htag="li"><span class="x">She has a recurring nightmare about being stuck in a lift.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/nightmare|<li class=" htag="li"><span class="x">Anh ấy vẫn còn gặp ác mộng về vụ tai nạn.</span></li>;<li class=" htag="li"><span class="x">Cô ấy liên tục gặp ác mộng về việc bị kẹt trong thang máy.</span></li>|một giấc mơ rất đáng sợ hoặc khó chịu
nine|nine|number|A1|9|/naɪn/|/naɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nin/nine_/nine__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nin/nine_/nine__us_1.mp3|<li class="" htag="li"><span class="x">There are only nine of these rare animals left.</span></li>;<li class="" htag="li"><span class="x">nine of Sweden’s top financial experts</span></li>;<li class="" htag="li"><span class="x">Twelve people were invited but only nine turned up.</span></li>;<li class="" htag="li"><span class="x">Can you lend me nine dollars?</span></li>;<li class="" htag="li"><span class="x">a nine-month contract</span></li>;<li class="" htag="li"><span class="x">Look at page nine.</span></li>;<li class="" htag="li"><span class="x">Nine and one is ten.</span></li>;<li class="" htag="li"><span class="x">Two nines are eighteen.</span></li>;<li class="" htag="li"><span class="x">I can't read your writing—is this meant to be a nine?</span></li>;<li class="" htag="li"><span class="x">The bulbs are planted in sevens or nines <span class="gloss" hclass="gloss" htag="span">(= groups of seven or nine)</span>.</span></li>;<li class="" htag="li"><span class="x">We moved to America when I was nine <span class="gloss" hclass="gloss" htag="span">(= nine years old)</span>.</span></li>;<li class="" htag="li"><span class="x">Shall we meet at nine <span class="gloss" hclass="gloss" htag="span">(= at nine o'clock)</span>, then?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/nine|<li class=" htag="li"><span class="x">Chỉ còn lại chín loài động vật quý hiếm này.</span></li>;<li class=" htag="li"><span class="x">chín chuyên gia tài chính hàng đầu của Thụy Điển</span></li>;<li class=" htag="li"><span class="x">Có mười hai người được mời nhưng chỉ có chín người đến dự.</span></li>;<li class=" htag="li"><span class="x">Bạn có thể cho tôi vay chín đô la được không?</span></li>;<li class=" htag="li"><span class="x">một hợp đồng chín tháng</span></li>;<li class=" htag="li"><span class="x">Hãy xem trang chín.</span></li>;<li class=" htag="li"><span class="x">Chín cộng một bằng mười.</span></li>;<li class=" htag="li"><span class="x">Hai số chín là mười tám.</span></li>;<li class=" htag="li"><span class="x">Tôi không thể đọc được chữ bạn viết - đây có phải là số chín không?</span></li>;<li class=" htag="li"><span class="x">Các củ được trồng theo nhóm bảy hoặc chín <span class="gloss" hclass="gloss" htag="span">(= nhóm bảy hoặc chín)</span>.</span></li>;<li class=" htag="li"><span class="x">Chúng tôi chuyển đến Mỹ khi tôi chín tuổi <span class="gloss" hclass="gloss" htag="span">(= chín tuổi)</span>.</span></li>;<li class=" htag="li"><span class="x">Chúng ta sẽ gặp nhau lúc chín giờ nhé <span class="gloss" hclass="gloss" htag="span">(= lúc chín giờ)</span>, then?</span></li>|9
